nameWithOwner,classes_n,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
Tencent/VasSonic,111.0,4.198198198198198,2.0,4.900500567789562,1.2792792792792793,1.0,0.5903954171288498,21.61261261261261,0.0,96.04252572983883
OpenRefine/OpenRefine,1408.0,6.4524147727272725,5.0,6.340089826802213,1.6399147727272727,1.0,0.8347621538065001,13.142045454545455,1.0,59.22240489531209
datahub-project/datahub,4102.0,11.376157971721112,9.0,13.003597013756618,1.2103851779619699,1.0,0.5782866147360978,21.702827888834715,1.0,110.66261683155665
code4craft/webmagic,344.0,4.531976744186046,4.0,3.8717216004073807,1.183139534883721,1.0,0.5851969076357877,11.465116279069768,1.0,76.64038133200606
jd-opensource/joyagent-jdgenie,252.0,4.976190476190476,4.0,5.63775588384291,1.119047619047619,1.0,0.44823056917363285,4.734126984126984,0.0,17.51120148140773
newbee-ltd/newbee-mall,89.0,5.033707865168539,2.0,6.245815759738396,1.0674157303370786,1.0,0.4471564910375532,34.91011235955056,4.0,68.17551554117807
StarRocks/starrocks,10961.0,7.238116960131375,3.0,16.77192571591768,1.4711248973633793,1.0,1.0125630119175817,135.06696469300246,0.0,3430.9898402143367
langchain4j/langchain4j,4273.0,6.243154692253686,4.0,7.0495564293670725,1.201029721507138,1.0,0.5965560235536543,20.237772057102738,1.0,92.30321768110821
realm/realm-java,1912.0,4.450313807531381,2.0,6.901386562074415,1.2128661087866108,1.0,0.7242396159491898,51.74843096234309,0.0,656.6608536461566
careercup/CtCI-6th-Edition,609.0,2.1330049261083746,2.0,1.5603151044916028,1.0689655172413792,1.0,0.33221606465012377,4.482758620689655,1.0,16.69807687504354
gyf-dev/ImmersionBar,142.0,6.352112676056338,5.0,7.113265185850683,2.1056338028169015,2.0,1.0014722954558344,159.25352112676057,3.0,1752.519917984037
jhy/jsoup,439.0,6.120728929384966,4.0,7.187730757342791,1.765375854214123,1.0,3.0680388456489736,228.86560364464694,1.0,1827.628990925599
mission-peace/interview,667.0,2.0149925037481258,2.0,1.2228124888250873,1.0374812593703149,1.0,0.31014616460151523,3.4092953523238383,1.0,13.557754469656205
apereo/cas,9088.0,10.159110915492958,9.0,7.399076478916829,1.4976892605633803,1.0,1.0305102140451783,7.774647887323944,0.0,146.67350262646738
ssssssss-team/spider-flow,161.0,5.385093167701863,4.0,5.169697901958636,1.7329192546583851,1.0,3.4017601399407105,20.32919254658385,1.0,49.785135381647244
apple/pkl,1696.0,6.300707547169812,4.0,8.120211832646131,2.912146226415094,2.0,7.659490412886154,29.90625,0.0,223.98314318914908
permissions-dispatcher/PermissionsDispatcher,119.0,1.6218487394957983,0.0,3.28321771850358,1.226890756302521,1.0,0.5278189017545916,34.378151260504204,3.0,327.1933806362018
daniulive/SmarterStreaming,171.0,3.760233918128655,2.0,6.9819808375237375,1.0526315789473684,1.0,0.22395267080704778,72.03508771929825,0.0,507.7142769283764
lingochamp/FileDownloader,269.0,4.5278810408921935,2.0,5.449579229338785,1.687732342007435,1.0,2.503556810661841,42.014869888475836,1.0,232.44795550158608
H07000223/FlycoTabLayout,33.0,6.454545454545454,3.0,8.867394308261126,1.5454545454545454,1.0,0.7111130839619098,223.0909090909091,1.0,720.4494414789095
jwtk/jjwt,555.0,5.034234234234234,4.0,6.0736082849048545,1.917117117117117,1.0,2.0710255692872295,25.834234234234234,1.0,142.1453770341593
jfeinstein10/SlidingMenu,74.0,5.081081081081081,3.0,5.5683960376119055,1.945945945945946,1.0,1.5866902908979796,47.445945945945944,0.0,228.99142425121462
androidannotations/androidannotations,962.0,5.843035343035343,4.0,6.293654893759782,1.6663201663201663,1.0,0.8762615542968812,26.124740124740125,1.0,213.28650014915178
asLody/VirtualApp,1420.0,3.902112676056338,2.0,5.136021119512536,2.5880281690140845,2.0,11.271084586908144,15.611267605633802,0.0,114.80949511662648
square/javapoet,99.0,4.515151515151516,2.0,5.920155190263927,1.1515151515151516,1.0,0.6121830519165026,129.2929292929293,0.0,749.2440578441721
clojure/clojure,917.0,3.600872410032715,0.0,7.875943091936027,1.495092693565976,1.0,2.34269931578794,130.2071973827699,0.0,1974.7447142048568
TooTallNate/Java-WebSocket,262.0,3.5916030534351147,2.0,4.160248632562913,1.816793893129771,1.0,1.3493380055207223,37.05725190839695,6.0,184.22930636217257
alibaba/vlayout,159.0,5.314465408805032,3.0,6.714935520751223,1.8553459119496856,1.0,1.491904220240838,72.54088050314465,0.0,368.42813122123175
zfile-dev/zfile,435.0,7.006896551724138,4.0,8.001292998957881,1.4827586206896552,1.0,1.091040903294504,9.797701149425288,0.0,47.43742416376516
JingMatrix/Vector,315.0,5.063492063492063,3.0,6.9851366674870325,1.7174603174603174,1.0,1.3798527202101087,51.75555555555555,0.0,355.2941105967984
resilience4j/resilience4j,1747.0,7.155695477962221,6.0,6.395501122706109,1.447052089295936,1.0,0.9895942908085334,17.683457355466516,1.0,97.10051933165661
android-async-http/android-async-http,154.0,5.662337662337662,4.0,6.1508496455663035,1.7857142857142858,1.0,1.0783931747755213,45.87662337662338,3.0,293.7046297138016
jeasonlzy/okhttp-OkGo,361.0,5.659279778393352,5.0,5.142710972483931,1.6232686980609419,1.0,1.0759550575810002,19.445983379501385,0.0,124.49892008317784
google/auto,1147.0,4.108979947689625,3.0,8.609391433827021,1.7149084568439408,1.0,3.251496509447513,25.92676547515257,1.0,270.72189359592613
Activiti/Activiti,3421.0,5.739842151417714,4.0,8.551742401623864,1.4907921660333237,1.0,0.8137991104520386,89.61151710026309,1.0,1569.3740273221679
lipangit/JiaoZiVideoPlayer,69.0,7.27536231884058,6.0,6.446348847970898,2.1159420289855073,2.0,0.9782371883086127,56.63768115942029,4.0,213.1836388031864
signalapp/Signal-Server,1230.0,9.12520325203252,5.0,13.458573956281025,1.4666666666666666,1.0,0.9278852187182487,15.66260162601626,0.0,103.71937078510267
tbruyelle/RxPermissions,20.0,4.65,2.0,5.668704483946556,1.1,1.0,0.3077935056255462,10.1,0.0,33.52438232878148
SonarSource/sonarqube,8549.0,7.306117674581823,5.0,8.881030677880405,1.1613054158381098,1.0,0.49169040685731624,27.672710258509767,0.0,202.94171113707662
awsdocs/aws-doc-sdk-examples,1670.0,7.1263473053892215,5.0,6.573196691906232,1.040119760479042,1.0,0.3099237193765224,6.379041916167664,1.0,24.630584806073824
JessYanCoding/MVPArms,149.0,6.644295302013423,5.0,5.93782404578428,1.2818791946308725,1.0,0.5704495253597208,32.100671140939596,3.0,147.0248988366423
ZCShou/GoGoGo,48.0,7.708333333333333,4.0,13.429022767210931,1.4583333333333333,1.0,0.713347915274833,12.875,1.0,46.098241531976306
JakeWharton/ViewPagerIndicator,66.0,6.015151515151516,6.0,5.225653950220892,2.712121212121212,3.0,1.2498018490963525,29.272727272727273,0.0,127.33970864817226
stanfordnlp/CoreNLP,4305.0,6.017886178861788,4.0,8.031125885220181,1.6529616724738676,1.0,2.483941208296262,148.57862950058072,0.0,1831.5544661465601
happydog-intj/JsBridge,32.0,3.5,1.5,5.003224766539689,1.15625,1.0,0.36890203262847354,17.09375,0.0,51.74026907108608
xuchengsheng/spring-reading,290.0,2.8137931034482757,3.0,2.153250401761448,1.0241379310344827,1.0,0.15374263402906796,0.5413793103448276,0.0,3.204669737355475
wasabeef/glide-transformations,27.0,5.555555555555555,5.0,3.3550574147710583,2.1481481481481484,2.0,0.769800358919501,2.7777777777777777,0.0,4.534765987799433
googlesamples/easypermissions,33.0,8.93939393939394,8.0,5.803767062969716,1.4848484848484849,1.0,0.6185270871803089,12.212121212121213,6.0,21.774063664939728
paascloud/paascloud-master,744.0,5.94489247311828,4.0,5.756936315037205,1.3158602150537635,1.0,0.5426281310841061,5.443548387096774,0.0,25.58367447756942
hackware1993/MagicIndicator,103.0,5.0,4.0,4.535264871094123,1.3398058252427185,1.0,0.5697160981706183,26.941747572815533,3.0,79.46164758002276
OpenFeign/feign,1320.0,4.99469696969697,3.0,6.112228317925736,1.6727272727272726,1.0,3.1669035948284265,14.36590909090909,0.0,90.34080979833125
HarlonWang/AVLoadingIndicatorView,92.0,3.5652173913043477,2.0,2.3641291304893404,1.7826086956521738,1.0,1.0464601445871071,6.75,0.0,42.84462729342021
lihengming/spring-boot-api-project-seed,15.0,5.0,4.0,4.675162334843877,1.2666666666666666,1.0,0.7988086367179803,9.733333333333333,0.0,18.671853021007184
spinnaker/spinnaker,8398.0,6.643605620385806,5.0,6.905082256196978,1.5477494641581329,1.0,1.1283242849015551,14.108359133126935,0.0,213.57044906700577
YoKeyword/Fragmentation,284.0,5.232394366197183,3.0,5.164660416227816,1.7077464788732395,1.0,1.0972869815833148,15.116197183098592,0.0,102.26939353165251
apache/cassandra,13111.0,6.861185264281901,5.0,8.06472367170226,1.7832354511478912,1.0,1.9804528208091647,60.533902829685,1.0,1450.8193773349815
AutoMQ/automq,9321.0,7.213281836712799,4.0,12.064846230309369,1.3391267031434395,1.0,0.8156871620196353,45.86621607123699,0.0,594.4553797521298
flyway/flyway,749.0,5.9372496662216285,4.0,5.6712581876422234,1.4138851802403205,1.0,0.6659153907625297,51.271028037383175,1.0,598.1030775868501
perwendel/spark,221.0,4.542986425339366,3.0,4.73422818369261,1.2986425339366516,1.0,0.781285632671563,47.11764705882353,0.0,408.4721139985428
koral--/android-gif-drawable,64.0,6.125,4.0,6.363337449174254,1.65625,1.0,1.28753178416616,59.734375,0.0,286.65992473730404
iflytek/astron-agent,1461.0,6.3025325119780975,4.0,8.83371036357145,1.0643394934976045,1.0,0.2818141907177143,24.55852156057495,0.0,294.494856859533
ksoichiro/Android-ObservableScrollView,335.0,5.014925373134329,3.0,4.606336878748876,1.9671641791044776,2.0,1.1667022027281624,7.570149253731343,0.0,30.684999040986156
bilibili/DanmakuFlameMaster,172.0,5.162790697674419,3.0,6.120353284754513,1.6104651162790697,1.0,1.37415824907936,47.50581395348837,1.0,158.937609484635
seven332/EhViewer,601.0,7.144758735440932,4.0,10.200359960153092,1.821963394342762,1.0,1.5099393382929196,45.26289517470882,1.0,450.45384236819507
MyCATApache/Mycat-Server,1291.0,4.835011618900078,3.0,6.084664767209634,1.295120061967467,1.0,0.7220552365599997,78.48799380325329,0.0,882.9322274481729
liaohuqiu/android-Ultra-Pull-To-Refresh,161.0,4.049689440993789,2.0,4.365777768960569,1.4161490683229814,1.0,0.7546440072244339,19.142857142857142,0.0,138.95646157802707
spring-projects/spring-security,7167.0,7.624808148458211,5.0,8.426664060816739,1.2673364029580019,1.0,0.766827545112049,10.48039626063904,0.0,50.44973705832433
crossoverJie/cim,201.0,4.885572139303482,4.0,4.85817257783417,1.2835820895522387,1.0,0.7444320684102828,5.840796019900497,0.0,16.883261751308133
umano/AndroidSlidingUpPanel,17.0,4.9411764705882355,2.0,6.637682090113367,1.3529411764705883,1.0,0.7859052479933758,132.0,0.0,373.94067042781
Justson/AgentWeb,256.0,5.40625,3.0,7.345199846451676,1.48046875,1.0,0.9577390527368376,18.79296875,0.0,99.1625329969321
json-path/JsonPath,384.0,4.59375,3.0,4.9663686162402385,1.4765625,1.0,1.0740094258135224,29.390625,0.0,121.21873940914647
huanghaibin-dev/CalendarView,176.0,6.568181818181818,4.0,7.124678165435893,2.159090909090909,1.0,1.4919698475418415,53.18181818181818,3.0,390.12795103891006
pockethub/PocketHub,212.0,6.5754716981132075,5.0,5.341331486748215,1.4811320754716981,1.0,0.7632697444891576,9.04245283018868,0.0,35.25174312012447
GcsSloop/AndroidNote,8.0,4.875,1.0,5.986592162013855,1.375,1.0,0.5175491695067657,8.125,3.0,12.744046228953906
apache/jmeter,1710.0,5.436257309941521,4.0,5.8753659570935595,1.8666666666666667,2.0,1.2394906369973968,62.187134502923975,3.0,381.8017708544508
android/testing-samples,86.0,5.5,5.5,3.547161251081838,1.3488372093023255,1.0,0.526194816538628,3.1511627906976742,0.0,6.805737098620572
apache/seatunnel,5251.0,6.908017520472291,5.0,7.248994313990348,1.3669777185298038,1.0,0.7152533931802229,32.010855075223766,1.0,393.03021436774355
flowable/flowable-engine,9156.0,6.582350371341197,4.0,9.445193356072133,1.6098733071210136,1.0,0.9350547639482585,151.5712101354303,1.0,2967.0812269235757
alibaba/spring-ai-alibaba,2395.0,6.212108559498956,4.0,6.859073375744034,1.2058455114822546,1.0,0.6170503320614099,13.626722338204592,1.0,63.25250841103749
cats-oss/android-gpuimage,153.0,2.9607843137254903,2.0,3.748477503111266,2.156862745098039,2.0,1.192728225202643,11.300653594771243,0.0,54.17601491135414
HMCL-dev/HMCL,1594.0,6.526348808030113,4.0,7.739942681435295,1.6894604767879549,1.0,1.5027246516036712,35.16311166875784,1.0,333.0000024421466
didi/VirtualAPK,163.0,4.895705521472393,3.0,6.16803137745269,1.6134969325153374,1.0,1.4286536585978775,17.57668711656442,1.0,66.27979373906392
LSPosed/LSPatch,146.0,4.342465753424658,2.0,5.896156967175967,1.3493150684931507,1.0,0.8597711464018596,23.876712328767123,0.0,186.881223219122
KunMinX/Jetpack-MVVM-Best-Practice,119.0,4.840336134453781,3.0,5.079008299834223,1.6218487394957983,1.0,1.0734989254899414,12.0,0.0,68.96781366720202
navasmdc/MaterialDesignLibrary,82.0,4.536585365853658,3.0,4.494702291604369,1.8170731707317074,1.0,1.2285497701720602,6.7560975609756095,0.0,18.904934998539566
Freelander/Android_Data,2.0,2.0,2.0,2.8284271247461903,1.0,1.0,0.0,3.0,3.0,4.242640687119285
java-native-access/jna,2384.0,4.864093959731544,3.0,6.607894871277734,2.534815436241611,2.0,4.961163072740414,44.586409395973156,0.0,513.4095127887018
PojavLauncherTeam/PojavLauncher,402.0,6.189054726368159,3.0,8.149420039765328,1.4104477611940298,1.0,0.6906502761872096,124.73134328358209,1.0,1599.1227200494154
frohoff/ysoserial,120.0,5.458333333333333,3.0,5.655213751665874,1.3416666666666666,1.0,0.6673141113818136,8.891666666666667,1.0,57.45846813328815
karatelabs/karate,565.0,5.539823008849558,4.0,6.015988446622482,1.2035398230088497,1.0,0.6037602624621278,149.56637168141592,3.0,487.59381123395724
apache/shenyu,3679.0,5.983419407447676,4.0,6.009463005812681,1.2193530850774668,1.0,0.5453800377981708,18.145419951073663,1.0,67.23468834692997
cabaletta/baritone,473.0,6.143763213530655,4.0,7.416801828789967,1.3742071881606766,1.0,0.765746184903316,22.167019027484145,1.0,128.1924021180599
nathanmarz/storm,851.0,4.4218566392479435,3.0,5.168633164012454,1.2937720329024678,1.0,0.9334042638292198,33.070505287896594,1.0,133.1412596573885
laobie/StatusBarUtil,33.0,4.151515151515151,3.0,3.5277578938435896,1.5454545454545454,1.0,0.8325754129097365,22.545454545454547,0.0,124.49299450900112
Blankj/awesome-java-leetcode,72.0,1.6805555555555556,2.0,0.5522397134356254,1.0,1.0,0.0,1.1666666666666667,1.0,0.6920066758613097
apache/iceberg,4856.0,8.746293245469522,6.0,8.595371940812688,1.6630971993410215,1.0,1.644065382551874,37.03583196046129,1.0,177.74832632366133
chrisbanes/Android-PullToRefresh,82.0,6.024390243902439,4.5,5.847814004904143,2.1097560975609757,2.0,1.3608829519517753,55.84146341463415,1.0,370.86360573940044
ybq/Android-SpinKit,71.0,4.816901408450704,5.0,3.534765537405071,3.1690140845070425,2.0,2.4668424901536303,21.52112676056338,1.0,134.57020038997481
amitshekhariitbhu/Android-Debug-Database,61.0,4.147540983606557,4.0,3.8027887379911536,1.278688524590164,1.0,0.520613341517599,8.80327868852459,0.0,22.79825992784767
shwenzhang/AndResGuard,66.0,3.5303030303030303,2.0,4.558068744105411,1.5,1.0,0.8638019716079873,22.37878787878788,1.5,44.337088191235445
react-native-image-picker/react-native-image-picker,11.0,6.181818181818182,4.0,6.431456783935998,1.5454545454545454,2.0,0.5222329678670935,66.18181818181819,1.0,211.2400616274376
testcontainers/testcontainers-java,923.0,5.098591549295775,4.0,4.420916092702253,1.4637053087757312,1.0,0.7969125127491253,21.77139761646804,1.0,163.51989392823285
dropwizard/dropwizard,1380.0,5.931884057971015,4.0,5.848188026369267,1.5094202898550724,1.0,1.0035750223096587,18.87536231884058,0.0,215.02106506299756
aeron-io/aeron,1345.0,7.848327137546469,4.0,10.0405079380879,1.2921933085501858,1.0,0.8956608484583568,117.30557620817844,0.0,1284.9394890931967
airbnb/epoxy,625.0,7.4304,5.0,6.523530191073401,1.76,2.0,1.0206207261596576,147.3424,1.0,330.2472818809317
google/tsunami-security-scanner,298.0,6.228187919463087,5.0,6.110785084455658,1.5268456375838926,1.0,0.939742129002052,15.120805369127517,1.0,53.539992636069805
apache/beam,16591.0,7.575613284310771,5.0,8.339029613606991,1.5272738231571334,1.0,1.3842611526803226,20.43818937978422,0.0,175.33399289209314
chrisjenx/Calligraphy,25.0,5.72,5.0,5.062278801751901,1.44,1.0,0.5830951894845301,11.36,3.0,26.94420160257119
junit-team/junit4,1471.0,3.6417403127124404,3.0,3.972541565932427,1.3970088375254928,1.0,0.8713687875219213,12.961250849762067,0.0,130.53931769190586
wildfirechat/im-server,1031.0,6.3278370514064015,3.0,8.177235217513815,1.510184287099903,1.0,2.4879599521067144,112.32007759456837,1.0,462.5630330958043
spring-projects/spring-ai,4001.0,6.996000999750063,5.0,7.814344758455375,1.20319920019995,1.0,0.9085426586348934,28.0769807548113,1.0,349.7590607439382
DImuthuUpe/AndroidPdfViewer,57.0,4.859649122807017,1.0,8.111804882152631,1.2456140350877194,1.0,0.6059438256138094,76.7719298245614,0.0,440.47344729214205
hs-web/hsweb-framework,858.0,6.1491841491841495,4.0,6.163742406509009,1.332167832167832,1.0,1.0463762929089722,11.529137529137529,0.0,41.11548143896319
roughike/BottomBar,66.0,4.909090909090909,2.0,6.833688659816213,1.2878787878787878,1.0,0.6267167564170378,61.666666666666664,0.0,332.0319416206975
pentaho/pentaho-kettle,11355.0,6.0632320563628355,2.0,9.229639358043359,1.2827829150154118,1.0,0.6173311657265811,81.87970057243506,0.0,1226.7828239772014
bytedeco/javacv,223.0,6.125560538116592,4.0,6.770525783983759,2.1300448430493275,1.0,1.923337821693948,134.847533632287,1.0,709.5326428318077
LaurieWired/GhidraMCP,3.0,16.333333333333332,4.0,24.90649179096352,1.6666666666666667,2.0,0.5773502691896257,459.0,3.0,792.4146641752662
alibaba/transmittable-thread-local,155.0,5.587096774193548,5.0,3.7325996246726505,1.4322580645161291,1.0,1.0931864234186586,12.35483870967742,1.0,38.26085143340228
krahets/LeetCode-Book,493.0,1.2981744421906694,1.0,0.9230212377190626,1.002028397565923,1.0,0.0450377349111045,0.07302231237322515,0.0,0.4757774911088813
apache/shardingsphere-elasticjob,596.0,5.459731543624161,4.0,5.12270174860112,1.1543624161073827,1.0,0.5017593546177506,3.192953020134228,0.0,12.565178668148539
alibaba/atlas,2194.0,5.551504102096628,4.0,6.624054881400259,1.4270738377392889,1.0,0.9016456085863396,29.88422971741112,1.0,157.48839315413363
aritraroy/UltimateAndroidReference,1.0,1.0,1.0,,1.0,1.0,,0.0,0.0,
apache/tomcat,4735.0,4.567687434002112,3.0,5.881308353986284,1.8359028511087645,1.0,1.6748529319763543,183.17043294614572,0.0,4468.449904366956
alibaba/otter,1296.0,4.439814814814815,3.0,4.996161117460677,1.376543209876543,1.0,0.7509309093144969,32.454475308641975,1.0,252.54345597085134
florent37/MaterialViewPager,44.0,4.545454545454546,3.0,4.843862313708442,1.2954545454545454,1.0,0.5531955983003285,9.386363636363637,0.0,26.482302918452795
guolindev/LitePal,201.0,5.009950248756219,3.0,5.162354162348069,1.6517412935323383,1.0,0.9581802819596731,49.44776119402985,0.0,248.8698625938116
junixapp/XPopup,305.0,4.704918032786885,3.0,6.320768457338521,1.5770491803278688,1.0,1.127467096413191,22.901639344262296,0.0,135.87793294636697
davemorrissey/subsampling-scale-image-view,72.0,5.625,3.5,6.619300631114319,1.5833333333333333,1.0,0.8841324226862571,79.72222222222223,0.0,641.0191757853813
Graylog2/graylog2-server,7837.0,8.224575730509123,6.0,9.058250793715409,1.3331632002041598,1.0,0.7156379552787827,18.289779252264896,1.0,102.75872296002144
gunnarmorling/1brc,600.0,3.1666666666666665,3.0,2.475028315830446,1.09,1.0,0.3814128904328141,7.58,1.0,23.526923446939044
Netflix/SimianArmy,305.0,5.845901639344262,4.0,7.3134153446560966,1.4229508196721312,1.0,0.7746802062241196,25.160655737704918,3.0,112.00547930483329
JakeWharton/hugo,7.0,5.714285714285714,7.0,4.231401884099631,1.1428571428571428,1.0,0.37796447300922725,27.714285714285715,6.0,43.52284567026948
jeecgboot/jimureport,12.0,6.166666666666667,5.0,4.063883796954769,1.0,1.0,0.0,2.5,1.0,4.0787698680317375
exadel-inc/CompreFace,333.0,7.861861861861862,6.0,7.347576775702061,1.6396396396396395,1.0,1.3042524941683828,3.894894894894895,0.0,16.049745833790674
dropwizard/metrics,732.0,5.251366120218579,4.0,4.605021442009548,1.366120218579235,1.0,0.805147411897205,9.140710382513662,0.0,38.19763758229201
HannahMitt/HomeMirror,66.0,2.727272727272727,2.0,4.944446627030415,1.0757575757575757,1.0,0.26663752754548836,5.348484848484849,0.0,35.40338637616134
AntennaPod/AntennaPod,858.0,7.601398601398602,5.0,9.17213057974282,1.4965034965034965,1.0,0.8115915695206848,20.848484848484848,1.0,102.20614480650396
MuntashirAkon/AppManager,1581.0,7.859582542694497,5.0,9.090989673481133,1.4427577482605947,1.0,0.6741471763106219,73.87096774193549,1.0,1034.3144288708916
ChrisRM/material-theme-jetbrains,357.0,4.3277310924369745,3.0,4.930601378123921,2.2549019607843137,2.0,1.4493353005412588,84.42296918767506,1.0,634.4224196460794
Tencent/Shadow,666.0,4.2357357357357355,3.0,4.088492835802119,1.7492492492492493,1.0,1.003096427590363,17.423423423423422,0.0,95.35332470986502
FongMi/TV,597.0,6.319932998324958,4.0,7.7938941853661605,1.4472361809045227,1.0,0.6946438657076415,94.18760469011725,1.0,623.2766347322395
PowerJob/PowerJob,755.0,5.748344370860927,4.0,6.155175673655393,1.180132450331126,1.0,0.5296287508560859,5.137748344370861,0.0,27.936686521655794
goldze/MVVMHabit,319.0,3.58307210031348,2.0,3.826237042263616,1.2727272727272727,1.0,0.6522161718478753,15.764890282131661,0.0,74.0550824820197
trello-archive/RxLifecycle,81.0,6.518518518518518,6.0,6.201030380330173,1.654320987654321,1.0,1.141933599505248,1.2962962962962963,0.0,3.9763187889191065
lecho/hellocharts-android,153.0,6.30718954248366,3.0,6.50028445303867,1.522875816993464,1.0,0.82784570867515,40.294117647058826,1.0,150.07445004821955
vipshop/vjtools,379.0,3.134564643799472,2.0,3.4733060669672184,1.2770448548812665,1.0,0.7627406207856466,26.30079155672823,1.0,106.80640288758197
mapstruct/mapstruct,4805.0,3.8420395421436004,2.0,4.972595758634096,1.1829344432882414,1.0,0.6542311885203986,11.19188345473465,0.0,73.66670712927478
gedoor/MyBookshelf,669.0,6.185351270553064,4.0,7.676565985713346,1.4693572496263079,1.0,0.8845156863657957,58.66218236173393,1.0,338.61040366309305
google/android-classyshark,212.0,3.169811320754717,2.0,3.5664888361327947,1.278301886792453,1.0,0.9251109544809685,10.25,1.0,27.568935571233173
MinecraftForge/MinecraftForge,1484.0,7.443396226415095,6.0,10.217534321363413,1.5721024258760108,1.0,1.2882803438656527,32.69137466307278,1.0,368.6887232875867
koush/AndroidAsync,543.0,3.613259668508287,2.0,5.022602883362448,1.5322283609576428,1.0,1.7464703485551551,19.44014732965009,0.0,84.11027514648913
Genymobile/gnirehtet,81.0,3.765432098765432,2.0,3.5960798271808136,1.1851851851851851,1.0,0.5270462766947299,14.296296296296296,1.0,35.25139871141443
kevin-wayne/algs4,279.0,4.003584229390681,4.0,2.5068226440973094,1.021505376344086,1.0,0.16826417801803353,47.46953405017921,0.0,263.51807366407303
swagger-api/swagger-core,1595.0,4.7141065830721,3.0,6.85829103793572,1.225705329153605,1.0,0.6169633010732533,48.430094043887145,0.0,737.3251713990229
kaushikgopal/RxJava-Android-Samples,86.0,6.627906976744186,3.0,7.152204944471005,1.8255813953488371,1.0,0.960292363141881,9.19767441860465,3.0,25.348776402743365
dependency-check/DependencyCheck,513.0,6.791423001949318,5.0,7.3777381385776355,1.838206627680312,2.0,0.9976252565638628,64.0682261208577,3.0,350.3159751502635
yuanguangxin/LeetCode,145.0,1.2413793103448276,1.0,0.6695340634119862,1.0,1.0,0.0,0.8413793103448276,0.0,2.3264059729457913
lenve/VBlog,29.0,4.551724137931035,4.0,3.62122914113576,1.0344827586206897,1.0,0.1856953381770519,29.06896551724138,1.0,92.84123584857983
enso-org/enso,2742.0,6.4292487235594455,5.0,6.722296080512892,1.6568198395331875,1.0,1.290108789662641,36.50875273522976,1.0,351.3314245805854
dyc87112/SpringCloud-Learning,265.0,5.830188679245283,4.0,5.828144388201089,1.0528301886792453,1.0,0.28378113471216665,21.867924528301888,0.0,73.74701784824545
abel533/Mapper,464.0,4.959051724137931,4.0,4.575316907141467,1.2413793103448276,1.0,0.5236636127849928,36.23706896551724,0.0,176.56204388255873
gocd/gocd,5281.0,7.554819163037304,5.0,9.237505687990835,1.2781670138231396,1.0,0.7550803510190418,34.49024805907972,1.0,319.87490267496923
Qihoo360/RePlugin,456.0,4.9035087719298245,3.0,5.676586651598801,1.4166666666666667,1.0,0.6774764637788968,32.01973684210526,0.0,182.82417436017602
leolin310148/ShortcutBadger,31.0,5.290322580645161,5.0,4.591249273615311,1.1612903225806452,1.0,0.4543694673976518,3.4838709677419355,1.0,7.531582249620309
square/dagger,404.0,3.1831683168316833,3.0,2.9639879683146124,1.2301980198019802,1.0,0.7177155379711384,6.017326732673268,0.0,45.47327300294291
Bearded-Hen/Android-Bootstrap,79.0,6.962025316455696,3.0,8.32118556329794,1.6708860759493671,1.0,0.8581661871710137,31.39240506329114,2.0,77.89101816517858
zhongyi-tong/WeChatLuckyMoney,21.0,5.380952380952381,3.0,5.123243020550465,1.380952380952381,1.0,0.49761335152811925,8.80952380952381,1.0,18.424491981107778
Exrick/xmall,316.0,4.234177215189874,3.0,5.408597179293366,1.1613924050632911,1.0,0.41697697908276776,587.8291139240506,13.0,2739.476554549695
crazycodeboy/TakePhoto,55.0,5.054545454545455,2.0,5.810011097771583,1.2545454545454546,1.0,0.5517038194331307,10.89090909090909,1.0,22.580451006938894
pedant/sweet-alert-dialog,16.0,4.375,1.5,5.5362442142665635,1.25,1.0,0.4472135954999579,31.0625,0.0,88.94977515429704
NanoHttpd/nanohttpd,144.0,4.340277777777778,3.0,4.361566399902845,1.7916666666666667,1.0,1.563906709431287,22.15972222222222,1.0,88.26918961272577
wiremock/wiremock,1843.0,6.064568638090071,5.0,7.000593907334657,1.4508952794357026,1.0,1.1613355837589494,69.877916440586,1.0,798.679309402561
cymcsg/UltimateRecyclerView,382.0,5.214659685863874,3.0,6.046277765556716,1.693717277486911,1.0,1.0833564562030207,41.39267015706806,0.0,268.31707014250776
Alluxio/alluxio,4027.0,6.998758380928731,5.0,8.521778793668767,1.4944127141792898,1.0,1.493538349792965,30.658803079215296,1.0,238.1727484853604
didi/KnowStreaming,934.0,6.904710920770878,4.0,7.354776158295866,1.8319057815845825,1.0,1.103734869462448,10.322269807280515,0.0,44.61157834690863
apache/hertzbeat,1710.0,7.067251461988304,5.0,6.767702274738704,1.249122807017544,1.0,1.3764451811013956,13.035672514619883,0.0,58.15079378657308
traccar/traccar,1832.0,5.5152838427947595,4.0,4.342993255392581,1.7565502183406114,2.0,0.6180523828012906,6.010371179039302,0.0,48.2958907725009
google/error-prone,3048.0,7.708005249343832,5.0,13.913395743662377,1.5521653543307086,1.0,1.1042932759037527,27.253608923884514,0.0,344.9984303652416
google/agera,290.0,6.327586206896552,4.0,6.685696996308813,1.2413793103448276,1.0,0.5362417219366128,14.844827586206897,0.0,106.49473267415817
